order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status
O-101288,2024-04-28,2024-05-07,Gauteng,Normal,Web,Completed
O-101289,2024-03-07,2024-03-11,Western Cape,Normal,Web,Completed
O-101290,2024-01-23,2024-02-01,Free State,Normal,Mobile,Completed
O-101291,2024-02-12,2024-02-17,KwaZulu-Natal,Normal,Mobile,Completed
O-101292,2024-04-12,2024-04-22,Gauteng,Normal,Web,Completed
O-101293,2024-01-21,2024-01-27,Mpumalanga,Normal,Mobile,Completed
O-101294,2024-03-03,2024-03-09,Gauteng,Normal,Mobile,Completed
O-101295,2024-03-02,2024-03-08,Limpopo,Express,Web,Completed
O-101296,2024-04-23,2024-04-30,Free State,Normal,Mobile,Completed
O-101297,2024-01-13,2024-01-20,Gauteng,Normal,Web,Completed
O-101298,2024-03-30,2024-04-04,Western Cape,Normal,Mobile,Completed
O-101299,2024-04-26,2024-05-01,Limpopo,Normal,Web,Completed
O-101300,2024-01-17,2024-01-26,Limpopo,Normal,Mobile,Completed
O-101301,2024-03-02,2024-03-04,Free State,Express,Mobile,Completed
O-101302,2024-02-19,2024-02-23,Free State,Express,Mobile,Completed
O-101303,2024-01-21,2024-01-26,KwaZulu-Natal,Normal,Mobile,Completed
O-101304,2024-01-17,2024-01-20,Western Cape,Normal,Mobile,Completed
O-101305,2024-03-22,2024-03-30,KwaZulu-Natal,Normal,Mobile,Completed
O-101306,2024-01-04,2024-01-12,KwaZulu-Natal,Express,Web,Completed
O-101307,2024-04-17,2024-04-22,Mpumalanga,Normal,Web,Completed
O-101308,2024-04-28,2024-05-04,Free State,Normal,Web,Completed
O-101309,2024-01-26,2024-02-03,Free State,Normal,Mobile,Completed
O-101310,2024-01-03,2024-01-12,Limpopo,Normal,Web,Completed
O-101311,2024-02-02,2024-02-10,Gauteng,Normal,Mobile,Completed
O-101312,2024-02-18,2024-02-25,Limpopo,Express,Mobile,Completed
O-101313,2024-04-27,2024-05-03,Western Cape,Normal,Mobile,Completed
O-101314,2024-03-02,2024-03-08,Gauteng,Normal,Mobile,Completed
O-101315,2024-03-12,2024-03-18,Gauteng,Normal,Web,Completed
O-101316,2024-03-18,2024-03-23,Limpopo,Normal,Web,Completed
O-101317,2024-01-26,2024-02-01,Western Cape,Normal,Web,Completed
O-101318,2024-01-26,2024-01-30,Gauteng,Express,Mobile,Completed
O-101319,2024-01-12,2024-01-17,Free State,Express,Mobile,Completed
O-101320,2024-04-07,2024-04-16,Free State,Normal,Web,Completed
O-101321,2024-04-15,2024-04-20,KwaZulu-Natal,Express,Mobile,Completed
O-101322,2024-02-17,2024-02-24,Gauteng,Normal,Web,Completed
O-101323,2024-01-03,2024-01-12,Mpumalanga,Normal,Mobile,Completed
O-101324,2024-01-16,2024-01-24,KwaZulu-Natal,Normal,Mobile,Completed
O-101325,2024-03-17,2024-03-25,Limpopo,Express,Web,Completed
O-101326,2024-04-27,2024-05-05,Mpumalanga,Normal,Mobile,Completed
O-101327,2024-01-06,2024-01-14,Limpopo,Normal,Web,Completed
O-101328,2024-01-07,2024-01-12,Mpumalanga,Express,Web,Completed
O-101329,2024-03-09,2024-03-18,Mpumalanga,Normal,Web,Completed
O-101330,2024-04-02,2024-04-07,Mpumalanga,Normal,Mobile,Completed
O-101331,2024-01-11,2024-01-19,KwaZulu-Natal,Normal,Mobile,Completed
O-101332,2024-04-28,2024-05-04,Limpopo,Express,Mobile,Completed
O-101333,2024-04-19,2024-04-25,Western Cape,Normal,Mobile,Completed
O-101334,2024-03-07,2024-03-14,Western Cape,Normal,Mobile,Completed
O-101335,2024-01-13,2024-01-19,Limpopo,Normal,Mobile,Completed
O-101336,2024-03-09,2024-03-15,Western Cape,Normal,Web,Completed
O-101337,2024-01-06,2024-01-13,Limpopo,Normal,Mobile,Completed
O-101338,2024-01-12,2024-01-19,Gauteng,Normal,Mobile,Completed
O-101339,2024-04-09,2024-04-16,KwaZulu-Natal,Normal,Mobile,Completed
O-101340,2024-03-16,2024-03-22,Free State,Normal,Web,Completed
O-101341,2024-03-26,2024-04-03,Western Cape,Normal,Mobile,Completed
O-101342,2024-01-07,2024-01-14,Limpopo,Normal,Mobile,Completed
O-101343,2024-03-01,2024-03-08,Free State,Normal,Mobile,Completed
O-101344,2024-01-06,2024-01-13,Free State,Normal,Web,Completed
O-101345,2024-04-29,2024-05-03,Limpopo,Express,Web,Completed
O-101346,2024-02-08,2024-02-16,Free State,Normal,Mobile,Completed
O-101347,2024-04-25,2024-05-01,KwaZulu-Natal,Express,Web,Completed
O-101348,2024-04-19,2024-04-25,Western Cape,Express,Web,Completed
O-101349,2024-01-25,2024-01-31,Free State,Normal,Mobile,Completed
O-101350,2024-04-02,2024-04-06,Mpumalanga,Normal,Web,Completed
O-101351,2024-01-02,2024-01-09,Western Cape,Normal,Web,Completed
O-101352,2024-02-20,2024-02-27,Western Cape,Normal,Web,Completed
O-101353,2024-03-28,2024-04-04,Gauteng,Normal,Mobile,Completed
O-101354,2024-03-27,2024-04-03,Western Cape,Express,Mobile,Completed
O-101355,2024-02-05,2024-02-10,Limpopo,Normal,Mobile,Completed
O-101356,2024-01-19,2024-01-25,Gauteng,Normal,Web,Completed
O-101357,2024-02-23,2024-02-28,KwaZulu-Natal,Normal,Mobile,Completed
O-101358,2024-01-08,2024-01-15,Limpopo,Normal,Web,Completed
O-101359,2024-02-23,2024-03-01,Mpumalanga,Normal,Mobile,Completed
O-101360,2024-02-27,2024-03-05,Western Cape,Normal,Mobile,Completed
O-101361,2024-03-17,2024-03-23,Free State,Express,Web,Completed
O-101362,2024-01-07,2024-01-13,Gauteng,Express,Mobile,Completed
O-101363,2024-02-29,2024-03-02,Western Cape,Express,Web,Completed
O-101364,2024-03-15,2024-03-20,Free State,Express,Web,Completed
O-101365,2024-02-19,2024-02-27,Western Cape,Express,Mobile,Completed
O-101366,2024-01-15,2024-01-24,Limpopo,Normal,Web,Completed
O-101367,2024-01-11,2024-01-18,Gauteng,Normal,Mobile,Completed
O-101368,2024-03-25,2024-04-02,Free State,Normal,Web,Completed
O-101369,2024-02-09,2024-02-16,Gauteng,Normal,Web,Completed
O-101370,2024-03-08,2024-03-14,Mpumalanga,Express,Mobile,Completed
O-101371,2024-02-13,2024-02-22,Free State,Normal,Mobile,Completed
O-101372,2024-01-09,2024-01-19,Limpopo,Normal,Mobile,Completed
O-101373,2024-02-25,2024-03-03,KwaZulu-Natal,Normal,Web,Completed
O-101374,2024-04-12,2024-04-19,KwaZulu-Natal,Express,Mobile,Completed
O-101375,2024-02-11,2024-02-18,Gauteng,Normal,Web,Completed
O-101376,2024-03-12,2024-03-19,Free State,Express,Mobile,Completed
O-101377,2024-01-15,2024-01-22,Free State,Normal,Mobile,Completed
O-101378,2024-02-20,2024-02-29,Free State,Normal,Web,Completed
O-101379,2024-03-20,2024-03-30,Gauteng,Normal,Mobile,Completed
O-101380,2024-04-10,2024-04-19,Free State,Normal,Mobile,Completed
O-101381,2024-02-04,2024-02-09,KwaZulu-Natal,Normal,Mobile,Completed
O-101382,2024-03-18,2024-03-23,Western Cape,Normal,Web,Completed
O-101383,2024-03-19,2024-03-28,Mpumalanga,Normal,Mobile,Completed
O-101384,2024-04-07,2024-04-12,KwaZulu-Natal,Normal,Web,Completed
O-101385,2024-04-21,2024-04-28,Gauteng,Express,Mobile,Completed
O-101386,2024-04-27,2024-05-05,KwaZulu-Natal,Normal,Mobile,Completed
O-101387,2024-01-22,2024-01-31,Limpopo,Normal,Web,Completed
O-101388,2024-03-27,2024-04-04,Free State,Normal,Web,Completed
O-101389,2024-04-04,2024-04-15,Free State,Normal,Web,Completed
O-101390,2024-02-12,2024-02-22,Mpumalanga,Normal,Mobile,Completed
O-101391,2024-03-20,2024-03-27,KwaZulu-Natal,Normal,Mobile,Completed
O-101392,2024-04-17,2024-04-24,Free State,Normal,Web,Completed
O-101393,2024-04-23,2024-04-28,Gauteng,Express,Mobile,Completed
O-101394,2024-03-25,2024-04-03,Free State,Normal,Mobile,Completed
O-101395,2024-03-27,2024-04-02,Mpumalanga,Normal,Web,Completed
O-101396,2024-01-21,2024-01-27,KwaZulu-Natal,Normal,Web,Completed
O-101397,2024-01-30,2024-02-08,KwaZulu-Natal,Normal,Web,Completed
O-101398,2024-04-18,2024-04-24,KwaZulu-Natal,Normal,Mobile,Completed
O-101399,2024-02-03,2024-02-10,KwaZulu-Natal,Express,Mobile,Completed
O-101400,2024-02-10,2024-02-17,KwaZulu-Natal,Normal,Mobile,Completed
O-101401,2024-04-11,2024-04-16,Limpopo,Normal,Web,Completed
O-101402,2024-04-01,2024-04-06,Mpumalanga,Express,Web,Completed
O-101403,2024-02-18,2024-02-25,Western Cape,Normal,Web,Completed
O-101404,2024-04-04,2024-04-14,Limpopo,Normal,Mobile,Completed
O-101405,2024-01-19,2024-01-22,Gauteng,Express,Web,Completed
O-101406,2024-03-02,2024-03-09,Western Cape,Normal,Mobile,Completed
O-101407,2024-04-04,2024-04-11,Mpumalanga,Express,Mobile,Completed
O-101408,2024-01-21,2024-01-26,KwaZulu-Natal,Express,Web,Completed
O-101409,2024-04-25,2024-05-02,Limpopo,Normal,Mobile,Completed
O-101410,2024-04-29,2024-05-03,Western Cape,Normal,Mobile,Completed
O-101411,2024-01-19,2024-01-28,Gauteng,Normal,Web,Completed
O-101412,2024-01-21,2024-01-27,KwaZulu-Natal,Normal,Web,Completed
O-101413,2024-04-18,2024-04-23,Mpumalanga,Normal,Web,Completed
O-101414,2024-03-25,2024-04-02,Gauteng,Normal,Web,Completed
O-101415,2024-04-26,2024-05-02,Limpopo,Normal,Mobile,Completed
O-101416,2024-03-06,2024-03-13,Limpopo,Express,Mobile,Completed
O-101417,2024-02-11,2024-02-17,Gauteng,Express,Web,Completed
O-101418,2024-02-16,2024-02-22,Western Cape,Normal,Mobile,Completed
O-101419,2024-03-09,2024-03-15,KwaZulu-Natal,Express,Web,Completed
O-101420,2024-03-21,2024-03-28,Free State,Express,Web,Completed
O-101421,2024-01-25,2024-01-28,Free State,Express,Web,Completed
O-101422,2024-03-08,2024-03-15,Free State,Normal,Mobile,Completed
O-101423,2024-02-26,2024-03-04,Western Cape,Normal,Web,Completed
O-101424,2024-04-08,2024-04-15,Mpumalanga,Normal,Mobile,Completed
O-101425,2024-01-28,2024-02-06,Gauteng,Normal,Web,Completed
O-101426,2024-03-23,2024-03-28,KwaZulu-Natal,Normal,Mobile,Completed
O-101427,2024-04-18,2024-04-25,Mpumalanga,Normal,Mobile,Completed
O-101428,2024-04-12,2024-04-20,Free State,Normal,Web,Completed
O-101429,2024-04-01,2024-04-04,Limpopo,Express,Mobile,Completed
O-101430,2024-02-13,2024-02-21,Western Cape,Normal,Mobile,Completed
O-101431,2024-02-05,2024-02-12,Western Cape,Normal,Web,Completed
O-101432,2024-03-13,2024-03-22,Western Cape,Normal,Web,Completed
O-101433,2024-01-05,2024-01-11,Gauteng,Normal,Web,Completed
O-101434,2024-01-28,2024-02-05,KwaZulu-Natal,Normal,Web,Completed
O-101435,2024-01-23,2024-01-31,Free State,Normal,Mobile,Completed
O-101436,2024-03-28,2024-04-05,Mpumalanga,Normal,Web,Completed
O-101437,2024-01-05,2024-01-14,Gauteng,Normal,Web,Completed
O-101438,2024-01-18,2024-01-26,Gauteng,Express,Web,Completed
O-101439,2024-01-17,2024-01-26,Gauteng,Normal,Mobile,Completed
O-101440,2024-04-28,2024-05-04,Limpopo,Normal,Web,Completed
O-101441,2024-02-14,2024-02-23,KwaZulu-Natal,Normal,Mobile,Completed
O-101442,2024-03-18,2024-03-27,Western Cape,Express,Web,Completed
O-101443,2024-01-03,2024-01-11,Free State,Normal,Web,Completed
O-101444,2024-03-16,2024-03-21,Limpopo,Normal,Web,Completed
O-101445,2024-01-04,2024-01-13,Mpumalanga,Normal,Mobile,Completed
O-101446,2024-03-23,2024-03-30,Mpumalanga,Normal,Web,Completed
O-101447,2024-03-23,2024-04-02,Gauteng,Normal,Web,Completed
O-101448,2024-01-03,2024-01-10,Gauteng,Normal,Web,Completed
O-101449,2024-04-04,2024-04-10,Western Cape,Normal,Web,Completed
O-101450,2024-03-18,2024-03-25,Mpumalanga,Normal,Web,Completed
O-101451,2024-03-21,2024-03-28,Free State,Normal,Mobile,Completed
O-101452,2024-03-30,2024-04-07,Western Cape,Normal,Web,Completed
O-101453,2024-02-29,2024-03-10,Limpopo,Normal,Web,Completed
O-101454,2024-02-08,2024-02-11,Limpopo,Normal,Mobile,Completed
O-101455,2024-04-29,2024-05-05,Gauteng,Normal,Web,Completed
O-101456,2024-02-04,2024-02-11,Gauteng,Normal,Web,Completed
O-101457,2024-03-11,2024-03-18,Free State,Normal,Mobile,Completed
O-101458,2024-03-12,2024-03-18,Gauteng,Normal,Web,Completed
O-101459,2024-03-10,2024-03-16,Free State,Normal,Web,Completed
O-101460,2024-02-19,2024-02-26,Free State,Normal,Web,Completed
O-101461,2024-02-14,2024-02-21,KwaZulu-Natal,Express,Mobile,Completed
O-101462,2024-03-10,2024-03-17,Gauteng,Normal,Web,Completed
O-101463,2024-04-22,2024-04-27,Gauteng,Express,Mobile,Completed
O-101464,2024-04-23,2024-04-29,Free State,Normal,Mobile,Completed
O-101465,2024-04-26,2024-05-02,Free State,Express,Web,Completed
O-101466,2024-02-11,2024-02-18,Gauteng,Normal,Web,Completed
O-101467,2024-01-16,2024-01-22,Free State,Normal,Web,Completed
O-101468,2024-01-13,2024-01-19,KwaZulu-Natal,Normal,Mobile,Completed
O-101469,2024-04-12,2024-04-19,KwaZulu-Natal,Express,Web,Completed
O-101470,2024-02-27,2024-03-04,KwaZulu-Natal,Normal,Web,Completed
O-101471,2024-02-16,2024-02-24,Limpopo,Normal,Mobile,Completed
O-101472,2024-02-22,2024-03-01,KwaZulu-Natal,Express,Mobile,Completed
O-101473,2024-01-09,2024-01-17,Limpopo,Express,Mobile,Completed
O-101474,2024-02-08,2024-02-12,Western Cape,Express,Web,Completed
O-101475,2024-04-06,2024-04-08,Free State,Express,Web,Completed
O-101476,2024-02-08,2024-02-18,Gauteng,Express,Mobile,Completed
O-101477,2024-03-15,2024-03-24,Limpopo,Normal,Mobile,Completed
O-101478,2024-02-04,2024-02-12,Mpumalanga,Normal,Mobile,Completed
O-101479,2024-04-11,2024-04-17,Mpumalanga,Normal,Web,Completed
O-101480,2024-04-17,2024-04-24,Free State,Normal,Web,Completed
O-101481,2024-02-03,2024-02-11,Limpopo,Normal,Web,Completed
O-101482,2024-03-16,2024-03-24,Limpopo,Normal,Web,Completed
O-101483,2024-04-21,2024-04-27,KwaZulu-Natal,Normal,Mobile,Completed
O-101484,2024-03-01,2024-03-09,Free State,Normal,Web,Completed
O-101485,2024-03-12,2024-03-17,KwaZulu-Natal,Normal,Web,Completed
O-101486,2024-01-03,2024-01-12,Free State,Express,Web,Completed
O-101487,2024-01-21,2024-01-26,KwaZulu-Natal,Express,Mobile,Completed
O-101488,2024-03-02,2024-03-12,Mpumalanga,Normal,Web,Completed
O-101489,2024-01-08,2024-01-14,Free State,Normal,Web,Completed
O-101490,2024-03-12,2024-03-18,Limpopo,Express,Mobile,Completed
O-101491,2024-01-31,2024-02-07,Gauteng,Normal,Mobile,Completed
O-101492,2024-04-03,2024-04-08,Western Cape,Express,Mobile,Completed
O-101493,2024-02-06,2024-02-14,Gauteng,Normal,Web,Completed
O-101494,2024-03-20,2024-03-27,Free State,Normal,Mobile,Completed
O-101495,2024-04-26,2024-05-04,Western Cape,Normal,Web,Completed
O-101496,2024-03-28,2024-04-02,Limpopo,Express,Mobile,Completed
O-101497,2024-04-01,2024-04-07,Limpopo,Normal,Mobile,Completed
O-101498,2024-01-07,2024-01-13,Gauteng,Normal,Mobile,Completed
O-101499,2024-03-06,2024-03-13,Free State,Normal,Web,Completed
O-101500,2024-03-14,2024-03-19,Limpopo,Normal,Mobile,Completed
O-101501,2024-01-06,2024-01-12,Mpumalanga,Normal,Web,Completed
O-101502,2024-03-22,2024-03-27,Mpumalanga,Express,Mobile,Completed
O-101503,2024-01-24,2024-01-31,Mpumalanga,Normal,Web,Completed
O-101504,2024-01-01,2024-01-09,Free State,Normal,Mobile,Completed
O-101505,2024-01-03,2024-01-07,KwaZulu-Natal,Normal,Web,Completed
O-101506,2024-01-26,2024-02-02,Limpopo,Normal,Mobile,Completed
O-101507,2024-01-24,2024-02-04,Mpumalanga,Normal,Mobile,Completed
O-101508,2024-03-21,2024-03-29,Free State,Normal,Mobile,Completed
O-101509,2024-04-07,2024-04-17,Limpopo,Normal,Web,Completed
O-101510,2024-02-12,2024-02-17,Free State,Express,Web,Completed
O-101511,2024-04-07,2024-04-16,KwaZulu-Natal,Normal,Mobile,Completed
O-101512,2024-02-28,2024-03-04,KwaZulu-Natal,Normal,Mobile,Completed
O-101513,2024-02-02,2024-02-08,Gauteng,Normal,Web,Completed
O-101514,2024-03-11,2024-03-16,Limpopo,Normal,Web,Completed
O-101515,2024-01-01,2024-01-06,Free State,Normal,Mobile,Completed
O-101516,2024-02-05,2024-02-11,KwaZulu-Natal,Normal,Web,Completed
O-101517,2024-03-05,2024-03-11,Gauteng,Normal,Mobile,Completed
O-101518,2024-04-25,2024-05-02,Limpopo,Express,Web,Completed
O-101519,2024-03-22,2024-03-29,KwaZulu-Natal,Normal,Web,Completed
O-101520,2024-01-21,2024-01-29,Gauteng,Normal,Web,Completed
O-101521,2024-01-29,2024-02-07,Limpopo,Normal,Web,Completed
O-101522,2024-03-13,2024-03-19,Gauteng,Normal,Web,Completed
O-101523,2024-01-14,2024-01-22,Limpopo,Express,Mobile,Completed
O-101524,2024-04-20,2024-04-25,Western Cape,Express,Web,Completed
O-101525,2024-04-10,2024-04-16,Western Cape,Express,Web,Completed
O-101526,2024-01-14,2024-01-19,Free State,Normal,Mobile,Completed
O-101527,2024-04-15,2024-04-21,Limpopo,Normal,Mobile,Completed
O-101528,2024-04-15,2024-04-20,Free State,Normal,Web,Completed
O-101529,2024-03-02,2024-03-07,Limpopo,Express,Mobile,Completed
O-101530,2024-01-15,2024-01-22,Limpopo,Normal,Web,Completed
O-101531,2024-01-04,2024-01-13,Limpopo,Normal,Mobile,Completed
O-101532,2024-03-20,2024-03-27,Mpumalanga,Express,Mobile,Completed
O-101533,2024-04-15,2024-04-20,Free State,Normal,Web,Completed
O-101534,2024-01-20,2024-01-26,Western Cape,Express,Mobile,Completed
O-101535,2024-03-08,2024-03-16,KwaZulu-Natal,Normal,Web,Completed
O-101536,2024-01-08,2024-01-15,Free State,Normal,Web,Completed
O-101537,2024-01-31,2024-02-05,Mpumalanga,Normal,Mobile,Completed
O-101538,2024-03-07,2024-03-14,Gauteng,Normal,Mobile,Completed
O-101539,2024-02-26,2024-03-03,Limpopo,Normal,Mobile,Completed
O-101540,2024-01-03,2024-01-10,Free State,Normal,Mobile,Completed
O-101541,2024-02-13,2024-02-17,Gauteng,Normal,Web,Completed
O-101542,2024-04-27,2024-05-03,Limpopo,Normal,Web,Completed
O-101543,2024-04-05,2024-04-12,Free State,Normal,Web,Completed
O-101544,2024-02-13,2024-02-21,KwaZulu-Natal,Normal,Web,Completed
O-101545,2024-02-03,2024-02-08,Free State,Normal,Mobile,Completed
O-101546,2024-02-24,2024-02-28,Gauteng,Normal,Mobile,Completed
O-101547,2024-01-24,2024-01-31,Mpumalanga,Normal,Web,Completed
O-101548,2024-02-11,2024-02-19,Limpopo,Express,Web,Completed
O-101549,2024-04-07,2024-04-15,Free State,Normal,Web,Completed
O-101550,2024-02-13,2024-02-18,Free State,Express,Mobile,Completed
O-101551,2024-01-30,2024-02-05,Mpumalanga,Normal,Mobile,Completed
O-101552,2024-01-20,2024-01-29,Free State,Normal,Web,Completed
O-101553,2024-03-12,2024-03-22,Limpopo,Normal,Mobile,Completed
O-101554,2024-01-27,2024-02-01,KwaZulu-Natal,Normal,Web,Completed
O-101555,2024-02-08,2024-02-13,Free State,Normal,Mobile,Completed
O-101556,2024-04-06,2024-04-15,Mpumalanga,Normal,Mobile,Completed
O-101557,2024-01-12,2024-01-17,Free State,Normal,Mobile,Completed
O-101558,2024-02-18,2024-02-22,Mpumalanga,Normal,Web,Completed
O-101559,2024-04-16,2024-04-22,Western Cape,Normal,Mobile,Completed
O-101560,2024-01-30,2024-02-03,Western Cape,Express,Web,Completed
O-101561,2024-02-17,2024-02-23,Western Cape,Normal,Web,Completed
O-101562,2024-02-15,2024-02-21,Gauteng,Express,Mobile,Completed
O-101563,2024-02-10,2024-02-16,Mpumalanga,Normal,Mobile,Completed
O-101564,2024-01-29,2024-02-05,Western Cape,Normal,Mobile,Completed
O-101565,2024-01-26,2024-02-03,KwaZulu-Natal,Normal,Mobile,Completed
O-101566,2024-01-23,2024-01-26,Western Cape,Normal,Web,Completed
O-101567,2024-03-25,2024-04-02,KwaZulu-Natal,Normal,Web,Completed
O-101568,2024-03-19,2024-03-28,Mpumalanga,Normal,Mobile,Completed
O-101569,2024-02-27,2024-03-05,Mpumalanga,Normal,Mobile,Completed
O-101570,2024-04-29,2024-05-06,Free State,Express,Mobile,Completed
O-101571,2024-01-19,2024-01-31,Western Cape,Normal,Web,Completed
O-101572,2024-01-05,2024-01-08,Gauteng,Express,Web,Completed
O-101573,2024-03-31,2024-04-04,Mpumalanga,Normal,Mobile,Completed
O-101574,2024-01-02,2024-01-09,KwaZulu-Natal,Normal,Web,Completed
O-101575,2024-04-09,2024-04-16,Free State,Express,Mobile,Completed
O-101576,2024-04-21,2024-04-26,KwaZulu-Natal,Normal,Mobile,Completed
O-101577,2024-02-12,2024-02-21,Mpumalanga,Normal,Mobile,Completed
O-101578,2024-01-02,2024-01-11,Free State,Normal,Web,Completed
O-101579,2024-04-13,2024-04-18,Free State,Normal,Mobile,Completed
O-101580,2024-02-17,2024-02-23,Western Cape,Normal,Web,Completed
O-101581,2024-01-09,2024-01-13,Free State,Normal,Mobile,Completed
O-101582,2024-01-27,2024-01-31,Gauteng,Express,Mobile,Completed
O-101583,2024-02-09,2024-02-15,Mpumalanga,Normal,Mobile,Completed
O-101584,2024-04-29,2024-05-05,Mpumalanga,Normal,Mobile,Completed
O-101585,2024-03-25,2024-03-29,Mpumalanga,Express,Mobile,Completed
O-101586,2024-03-28,2024-04-01,Gauteng,Express,Mobile,Completed
O-101587,2024-04-24,2024-04-29,Western Cape,Express,Mobile,Completed
O-101588,2024-01-02,2024-01-08,Gauteng,Normal,Web,Completed
O-101589,2024-04-10,2024-04-13,Mpumalanga,Express,Web,Completed
O-101590,2024-04-02,2024-04-12,Gauteng,Normal,Web,Completed
O-101591,2024-01-25,2024-02-01,Free State,Normal,Web,Completed
O-101592,2024-03-07,2024-03-12,Limpopo,Normal,Web,Completed
O-101593,2024-01-12,2024-01-19,Mpumalanga,Normal,Mobile,Completed
O-101594,2024-01-05,2024-01-10,Gauteng,Normal,Web,Completed
O-101595,2024-02-23,2024-02-29,Limpopo,Express,Mobile,Completed
O-101596,2024-03-28,2024-04-06,Gauteng,Normal,Web,Completed
O-101597,2024-01-16,2024-01-22,Western Cape,Normal,Mobile,Completed
O-101598,2024-02-08,2024-02-17,Gauteng,Express,Web,Completed
O-101599,2024-04-21,2024-04-27,Limpopo,Express,Mobile,Completed
O-101600,2024-02-19,2024-02-27,Free State,Normal,Mobile,Completed
O-101601,2024-02-05,2024-02-10,KwaZulu-Natal,Normal,Web,Completed
O-101602,2024-01-24,2024-02-01,Free State,Express,Web,Completed
O-101603,2024-03-09,2024-03-18,Gauteng,Normal,Web,Completed
O-101604,2024-03-22,2024-03-30,Mpumalanga,Normal,Web,Completed
O-101605,2024-02-02,2024-02-09,Gauteng,Express,Mobile,Completed
O-101606,2024-03-21,2024-03-29,Gauteng,Normal,Mobile,Completed
O-101607,2024-02-22,2024-03-01,KwaZulu-Natal,Normal,Web,Completed
O-101608,2024-04-19,2024-04-24,Limpopo,Normal,Mobile,Completed
O-101609,2024-02-01,2024-02-09,Free State,Normal,Web,Completed
O-101610,2024-04-08,2024-04-13,Western Cape,Normal,Web,Completed
O-101611,2024-03-14,2024-03-21,Free State,Express,Mobile,Completed
O-101612,2024-03-01,2024-03-09,KwaZulu-Natal,Normal,Web,Completed
O-101613,2024-01-16,2024-01-20,Free State,Normal,Mobile,Completed
O-101614,2024-02-19,2024-02-23,Mpumalanga,Normal,Web,Completed
O-101615,2024-03-28,2024-04-02,Gauteng,Normal,Web,Completed
O-101616,2024-03-01,2024-03-08,Mpumalanga,Normal,Mobile,Completed
